"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"40","GO:0032266",155,0.0271956922345924,0.992815576336597,6,22,"phosphatidylinositol-3-phosphate binding","MF","blue","Day21","ion binding","PGEN_.00g000300;PGEN_.00g000490;PGEN_.00g000600;PGEN_.00g002680;PGEN_.00g002760;PGEN_.00g003090;PGEN_.00g003940;PGEN_.00g004840;PGEN_.00g004870;PGEN_.00g006490;PGEN_.00g009970;PGEN_.00g011740;PGEN_.00g013550;PGEN_.00g014020;PGEN_.00g014860;PGEN_.00g017010;PGEN_.00g017170;PGEN_.00g017530;PGEN_.00g017830;PGEN_.00g017980;PGEN_.00g018460;PGEN_.00g023670;PGEN_.00g024130;PGEN_.00g025110;PGEN_.00g025590;PGEN_.00g026170;PGEN_.00g031520;PGEN_.00g032130;PGEN_.00g032460;PGEN_.00g033560;PGEN_.00g038510;PGEN_.00g040080;PGEN_.00g040090;PGEN_.00g041430;PGEN_.00g041740;PGEN_.00g043360;PGEN_.00g043370;PGEN_.00g047170;PGEN_.00g047680;PGEN_.00g048930;PGEN_.00g049840;PGEN_.00g050530;PGEN_.00g050570;PGEN_.00g051140;PGEN_.00g053600;PGEN_.00g055980;PGEN_.00g056450;PGEN_.00g056590;PGEN_.00g057680;PGEN_.00g060060;PGEN_.00g061390;PGEN_.00g061400;PGEN_.00g062480;PGEN_.00g064220;PGEN_.00g064470;PGEN_.00g067070;PGEN_.00g070090;PGEN_.00g070150;PGEN_.00g072320;PGEN_.00g073500;PGEN_.00g073560;PGEN_.00g074930;PGEN_.00g075840;PGEN_.00g075970;PGEN_.00g077860;PGEN_.00g079680;PGEN_.00g080000;PGEN_.00g085050;PGEN_.00g086200;PGEN_.00g086450;PGEN_.00g088990;PGEN_.00g090590;PGEN_.00g091340;PGEN_.00g091510;PGEN_.00g096340;PGEN_.00g100450;PGEN_.00g108790;PGEN_.00g108800;PGEN_.00g108830;PGEN_.00g108860;PGEN_.00g110700;PGEN_.00g112000;PGEN_.00g113860;PGEN_.00g114200;PGEN_.00g115890;PGEN_.00g117940;PGEN_.00g118320;PGEN_.00g122780;PGEN_.00g125580;PGEN_.00g127760;PGEN_.00g129410;PGEN_.00g131030;PGEN_.00g131820;PGEN_.00g132070;PGEN_.00g132090;PGEN_.00g132260;PGEN_.00g133130;PGEN_.00g133550;PGEN_.00g133560;PGEN_.00g135600;PGEN_.00g135620;PGEN_.00g136910;PGEN_.00g136960;PGEN_.00g140560;PGEN_.00g141520;PGEN_.00g142080;PGEN_.00g143200;PGEN_.00g143240;PGEN_.00g145560;PGEN_.00g145620;PGEN_.00g149360;PGEN_.00g153300;PGEN_.00g153420;PGEN_.00g153630;PGEN_.00g153790;PGEN_.00g156260;PGEN_.00g158920;PGEN_.00g162260;PGEN_.00g163440;PGEN_.00g164540;PGEN_.00g164550;PGEN_.00g164650;PGEN_.00g164660;PGEN_.00g164700;PGEN_.00g166570;PGEN_.00g166860;PGEN_.00g166930;PGEN_.00g170390;PGEN_.00g170870;PGEN_.00g171900;PGEN_.00g172160;PGEN_.00g172700;PGEN_.00g174890;PGEN_.00g175610;PGEN_.00g176990;PGEN_.00g177440;PGEN_.00g177850;PGEN_.00g179510;PGEN_.00g179690;PGEN_.00g181500;PGEN_.00g181780;PGEN_.00g182480;PGEN_.00g187590;PGEN_.00g188370;PGEN_.00g189660;PGEN_.00g191640;PGEN_.00g192770;PGEN_.00g192790;PGEN_.00g192910;PGEN_.00g193090;PGEN_.00g193120;PGEN_.00g195250;PGEN_.00g196040;PGEN_.00g198530;PGEN_.00g199700;PGEN_.00g201440;PGEN_.00g201650;PGEN_.00g204450;PGEN_.00g205320;PGEN_.00g205330;PGEN_.00g208710;PGEN_.00g210520;PGEN_.00g211680;PGEN_.00g212630;PGEN_.00g212870;PGEN_.00g213370;PGEN_.00g213610;PGEN_.00g214340;PGEN_.00g214570;PGEN_.00g214740;PGEN_.00g215270;PGEN_.00g215660;PGEN_.00g215680;PGEN_.00g219400;PGEN_.00g220190;PGEN_.00g221090;PGEN_.00g221300;PGEN_.00g221990;PGEN_.00g222080;PGEN_.00g222130;PGEN_.00g224320;PGEN_.00g224340;PGEN_.00g226990;PGEN_.00g227060;PGEN_.00g229230;PGEN_.00g235430;PGEN_.00g237580;PGEN_.00g237620;PGEN_.00g240650;PGEN_.00g242070;PGEN_.00g243590;PGEN_.00g244190;PGEN_.00g245730;PGEN_.00g246740;PGEN_.00g249870;PGEN_.00g250920;PGEN_.00g251460;PGEN_.00g251580;PGEN_.00g253900;PGEN_.00g254890;PGEN_.00g255570;PGEN_.00g255890;PGEN_.00g257690;PGEN_.00g257740;PGEN_.00g258020;PGEN_.00g258820;PGEN_.00g259260;PGEN_.00g260720;PGEN_.00g262820;PGEN_.00g262850;PGEN_.00g263240;PGEN_.00g268580;PGEN_.00g268810;PGEN_.00g268840;PGEN_.00g268970;PGEN_.00g271910;PGEN_.00g272730;PGEN_.00g275350;PGEN_.00g275950;PGEN_.00g276360;PGEN_.00g277250;PGEN_.00g279430;PGEN_.00g281640;PGEN_.00g284520;PGEN_.00g286040;PGEN_.00g286650;PGEN_.00g287710;PGEN_.00g290440;PGEN_.00g291330;PGEN_.00g291860;PGEN_.00g294130;PGEN_.00g294190;PGEN_.00g299560;PGEN_.00g303150;PGEN_.00g304070;PGEN_.00g305230;PGEN_.00g305330;PGEN_.00g307120;PGEN_.00g308130;PGEN_.00g308430;PGEN_.00g308530;PGEN_.00g311070;PGEN_.00g311250;PGEN_.00g311290;PGEN_.00g311720;PGEN_.00g313690;PGEN_.00g313720;PGEN_.00g317030;PGEN_.00g317870;PGEN_.00g318710;PGEN_.00g319860;PGEN_.00g320290;PGEN_.00g320430;PGEN_.00g321220;PGEN_.00g321960;PGEN_.00g325090;PGEN_.00g326130;PGEN_.00g326890;PGEN_.00g328840;PGEN_.00g329130;PGEN_.00g329150;PGEN_.00g332620;PGEN_.00g334430;PGEN_.00g334660;PGEN_.00g339700;PGEN_.00g340820;PGEN_.00g343370;PGEN_.00g344510;PGEN_.00g345170;PGEN_.00g345220;PGEN_.00g345620;PGEN_.00g347870;PGEN_.00g347940"
"41","GO:0032266",155,0.0271956922345924,0.992815576336597,6,22,"phosphatidylinositol-3-phosphate binding","MF","blue","Day21","lipid binding","PGEN_.00g017010;PGEN_.00g017170;PGEN_.00g019450;PGEN_.00g024130;PGEN_.00g040080;PGEN_.00g040090;PGEN_.00g047680;PGEN_.00g051140;PGEN_.00g077860;PGEN_.00g080180;PGEN_.00g108790;PGEN_.00g120430;PGEN_.00g135600;PGEN_.00g142080;PGEN_.00g150640;PGEN_.00g156310;PGEN_.00g162260;PGEN_.00g165390;PGEN_.00g166570;PGEN_.00g170390;PGEN_.00g176480;PGEN_.00g177440;PGEN_.00g192770;PGEN_.00g198530;PGEN_.00g205460;PGEN_.00g213610;PGEN_.00g221990;PGEN_.00g222080;PGEN_.00g272730;PGEN_.00g279590;PGEN_.00g305230;PGEN_.00g313720"
"42","GO:0032934",147,0.0189554257189153,0.996971247596687,4,14,"sterol binding","MF","blue","Day21","lipid binding","PGEN_.00g017010;PGEN_.00g017170;PGEN_.00g019450;PGEN_.00g024130;PGEN_.00g040080;PGEN_.00g040090;PGEN_.00g047680;PGEN_.00g051140;PGEN_.00g077860;PGEN_.00g080180;PGEN_.00g108790;PGEN_.00g120430;PGEN_.00g135600;PGEN_.00g142080;PGEN_.00g150640;PGEN_.00g156310;PGEN_.00g162260;PGEN_.00g165390;PGEN_.00g166570;PGEN_.00g170390;PGEN_.00g176480;PGEN_.00g177440;PGEN_.00g192770;PGEN_.00g198530;PGEN_.00g205460;PGEN_.00g213610;PGEN_.00g221990;PGEN_.00g222080;PGEN_.00g272730;PGEN_.00g279590;PGEN_.00g305230;PGEN_.00g313720"
"43","GO:0034452",183,0.0480874042061282,0.992740118137623,3,9,"dynactin binding","MF","blue","Day21","cytoskeletal protein binding","PGEN_.00g005660;PGEN_.00g009370;PGEN_.00g024130;PGEN_.00g042280;PGEN_.00g043360;PGEN_.00g043370;PGEN_.00g054990;PGEN_.00g055460;PGEN_.00g075970;PGEN_.00g080030;PGEN_.00g099510;PGEN_.00g113630;PGEN_.00g125950;PGEN_.00g131030;PGEN_.00g147960;PGEN_.00g164700;PGEN_.00g166860;PGEN_.00g171350;PGEN_.00g205030;PGEN_.00g210520;PGEN_.00g212320;PGEN_.00g213610;PGEN_.00g237660;PGEN_.00g257240;PGEN_.00g257250;PGEN_.00g259260;PGEN_.00g282910;PGEN_.00g287710;PGEN_.00g306890;PGEN_.00g329130;PGEN_.00g329150"
"44","GO:0035091",116,0.000158463608875451,0.999959918182635,15,49,"phosphatidylinositol binding","MF","blue","Day21","lipid binding","PGEN_.00g017010;PGEN_.00g017170;PGEN_.00g019450;PGEN_.00g024130;PGEN_.00g040080;PGEN_.00g040090;PGEN_.00g047680;PGEN_.00g051140;PGEN_.00g077860;PGEN_.00g080180;PGEN_.00g108790;PGEN_.00g120430;PGEN_.00g135600;PGEN_.00g142080;PGEN_.00g150640;PGEN_.00g156310;PGEN_.00g162260;PGEN_.00g165390;PGEN_.00g166570;PGEN_.00g170390;PGEN_.00g176480;PGEN_.00g177440;PGEN_.00g192770;PGEN_.00g198530;PGEN_.00g205460;PGEN_.00g213610;PGEN_.00g221990;PGEN_.00g222080;PGEN_.00g272730;PGEN_.00g279590;PGEN_.00g305230;PGEN_.00g313720"
"45","GO:0035091",116,0.000158463608875451,0.999959918182635,15,49,"phosphatidylinositol binding","MF","blue","Day21","ion binding","PGEN_.00g000300;PGEN_.00g000490;PGEN_.00g000600;PGEN_.00g002680;PGEN_.00g002760;PGEN_.00g003090;PGEN_.00g003940;PGEN_.00g004840;PGEN_.00g004870;PGEN_.00g006490;PGEN_.00g009970;PGEN_.00g011740;PGEN_.00g013550;PGEN_.00g014020;PGEN_.00g014860;PGEN_.00g017010;PGEN_.00g017170;PGEN_.00g017530;PGEN_.00g017830;PGEN_.00g017980;PGEN_.00g018460;PGEN_.00g023670;PGEN_.00g024130;PGEN_.00g025110;PGEN_.00g025590;PGEN_.00g026170;PGEN_.00g031520;PGEN_.00g032130;PGEN_.00g032460;PGEN_.00g033560;PGEN_.00g038510;PGEN_.00g040080;PGEN_.00g040090;PGEN_.00g041430;PGEN_.00g041740;PGEN_.00g043360;PGEN_.00g043370;PGEN_.00g047170;PGEN_.00g047680;PGEN_.00g048930;PGEN_.00g049840;PGEN_.00g050530;PGEN_.00g050570;PGEN_.00g051140;PGEN_.00g053600;PGEN_.00g055980;PGEN_.00g056450;PGEN_.00g056590;PGEN_.00g057680;PGEN_.00g060060;PGEN_.00g061390;PGEN_.00g061400;PGEN_.00g062480;PGEN_.00g064220;PGEN_.00g064470;PGEN_.00g067070;PGEN_.00g070090;PGEN_.00g070150;PGEN_.00g072320;PGEN_.00g073500;PGEN_.00g073560;PGEN_.00g074930;PGEN_.00g075840;PGEN_.00g075970;PGEN_.00g077860;PGEN_.00g079680;PGEN_.00g080000;PGEN_.00g085050;PGEN_.00g086200;PGEN_.00g086450;PGEN_.00g088990;PGEN_.00g090590;PGEN_.00g091340;PGEN_.00g091510;PGEN_.00g096340;PGEN_.00g100450;PGEN_.00g108790;PGEN_.00g108800;PGEN_.00g108830;PGEN_.00g108860;PGEN_.00g110700;PGEN_.00g112000;PGEN_.00g113860;PGEN_.00g114200;PGEN_.00g115890;PGEN_.00g117940;PGEN_.00g118320;PGEN_.00g122780;PGEN_.00g125580;PGEN_.00g127760;PGEN_.00g129410;PGEN_.00g131030;PGEN_.00g131820;PGEN_.00g132070;PGEN_.00g132090;PGEN_.00g132260;PGEN_.00g133130;PGEN_.00g133550;PGEN_.00g133560;PGEN_.00g135600;PGEN_.00g135620;PGEN_.00g136910;PGEN_.00g136960;PGEN_.00g140560;PGEN_.00g141520;PGEN_.00g142080;PGEN_.00g143200;PGEN_.00g143240;PGEN_.00g145560;PGEN_.00g145620;PGEN_.00g149360;PGEN_.00g153300;PGEN_.00g153420;PGEN_.00g153630;PGEN_.00g153790;PGEN_.00g156260;PGEN_.00g158920;PGEN_.00g162260;PGEN_.00g163440;PGEN_.00g164540;PGEN_.00g164550;PGEN_.00g164650;PGEN_.00g164660;PGEN_.00g164700;PGEN_.00g166570;PGEN_.00g166860;PGEN_.00g166930;PGEN_.00g170390;PGEN_.00g170870;PGEN_.00g171900;PGEN_.00g172160;PGEN_.00g172700;PGEN_.00g174890;PGEN_.00g175610;PGEN_.00g176990;PGEN_.00g177440;PGEN_.00g177850;PGEN_.00g179510;PGEN_.00g179690;PGEN_.00g181500;PGEN_.00g181780;PGEN_.00g182480;PGEN_.00g187590;PGEN_.00g188370;PGEN_.00g189660;PGEN_.00g191640;PGEN_.00g192770;PGEN_.00g192790;PGEN_.00g192910;PGEN_.00g193090;PGEN_.00g193120;PGEN_.00g195250;PGEN_.00g196040;PGEN_.00g198530;PGEN_.00g199700;PGEN_.00g201440;PGEN_.00g201650;PGEN_.00g204450;PGEN_.00g205320;PGEN_.00g205330;PGEN_.00g208710;PGEN_.00g210520;PGEN_.00g211680;PGEN_.00g212630;PGEN_.00g212870;PGEN_.00g213370;PGEN_.00g213610;PGEN_.00g214340;PGEN_.00g214570;PGEN_.00g214740;PGEN_.00g215270;PGEN_.00g215660;PGEN_.00g215680;PGEN_.00g219400;PGEN_.00g220190;PGEN_.00g221090;PGEN_.00g221300;PGEN_.00g221990;PGEN_.00g222080;PGEN_.00g222130;PGEN_.00g224320;PGEN_.00g224340;PGEN_.00g226990;PGEN_.00g227060;PGEN_.00g229230;PGEN_.00g235430;PGEN_.00g237580;PGEN_.00g237620;PGEN_.00g240650;PGEN_.00g242070;PGEN_.00g243590;PGEN_.00g244190;PGEN_.00g245730;PGEN_.00g246740;PGEN_.00g249870;PGEN_.00g250920;PGEN_.00g251460;PGEN_.00g251580;PGEN_.00g253900;PGEN_.00g254890;PGEN_.00g255570;PGEN_.00g255890;PGEN_.00g257690;PGEN_.00g257740;PGEN_.00g258020;PGEN_.00g258820;PGEN_.00g259260;PGEN_.00g260720;PGEN_.00g262820;PGEN_.00g262850;PGEN_.00g263240;PGEN_.00g268580;PGEN_.00g268810;PGEN_.00g268840;PGEN_.00g268970;PGEN_.00g271910;PGEN_.00g272730;PGEN_.00g275350;PGEN_.00g275950;PGEN_.00g276360;PGEN_.00g277250;PGEN_.00g279430;PGEN_.00g281640;PGEN_.00g284520;PGEN_.00g286040;PGEN_.00g286650;PGEN_.00g287710;PGEN_.00g290440;PGEN_.00g291330;PGEN_.00g291860;PGEN_.00g294130;PGEN_.00g294190;PGEN_.00g299560;PGEN_.00g303150;PGEN_.00g304070;PGEN_.00g305230;PGEN_.00g305330;PGEN_.00g307120;PGEN_.00g308130;PGEN_.00g308430;PGEN_.00g308530;PGEN_.00g311070;PGEN_.00g311250;PGEN_.00g311290;PGEN_.00g311720;PGEN_.00g313690;PGEN_.00g313720;PGEN_.00g317030;PGEN_.00g317870;PGEN_.00g318710;PGEN_.00g319860;PGEN_.00g320290;PGEN_.00g320430;PGEN_.00g321220;PGEN_.00g321960;PGEN_.00g325090;PGEN_.00g326130;PGEN_.00g326890;PGEN_.00g328840;PGEN_.00g329130;PGEN_.00g329150;PGEN_.00g332620;PGEN_.00g334430;PGEN_.00g334660;PGEN_.00g339700;PGEN_.00g340820;PGEN_.00g343370;PGEN_.00g344510;PGEN_.00g345170;PGEN_.00g345220;PGEN_.00g345620;PGEN_.00g347870;PGEN_.00g347940"
"46","GO:0035258",156,0.0277395695745597,0.9990153349017,2,3,"steroid hormone receptor binding","MF","blue","Day21","transcription factor binding","PGEN_.00g229320;PGEN_.00g229340"
"47","GO:0042030",143,0.0168369119536616,0.998485613338025,3,7,"ATPase inhibitor activity","MF","blue","Day21","enzyme regulator activity","PGEN_.00g011740;PGEN_.00g025870;PGEN_.00g044180;PGEN_.00g044430;PGEN_.00g047850;PGEN_.00g052840;PGEN_.00g055060;PGEN_.00g083720;PGEN_.00g100290;PGEN_.00g110900;PGEN_.00g111540;PGEN_.00g127920;PGEN_.00g155710;PGEN_.00g169720;PGEN_.00g170380;PGEN_.00g180380;PGEN_.00g194480;PGEN_.00g195420;PGEN_.00g195870;PGEN_.00g205050;PGEN_.00g208790;PGEN_.00g226990;PGEN_.00g227060;PGEN_.00g238710;PGEN_.00g239160;PGEN_.00g259130;PGEN_.00g283520;PGEN_.00g308430;PGEN_.00g317870"
"48","GO:0046872",158,0.0301093954139297,0.97545717198374,160,1937,"metal ion binding","MF","blue","Day21","ion binding","PGEN_.00g000300;PGEN_.00g000490;PGEN_.00g000600;PGEN_.00g002680;PGEN_.00g002760;PGEN_.00g003090;PGEN_.00g003940;PGEN_.00g004840;PGEN_.00g004870;PGEN_.00g006490;PGEN_.00g009970;PGEN_.00g011740;PGEN_.00g013550;PGEN_.00g014020;PGEN_.00g014860;PGEN_.00g017010;PGEN_.00g017170;PGEN_.00g017530;PGEN_.00g017830;PGEN_.00g017980;PGEN_.00g018460;PGEN_.00g023670;PGEN_.00g024130;PGEN_.00g025110;PGEN_.00g025590;PGEN_.00g026170;PGEN_.00g031520;PGEN_.00g032130;PGEN_.00g032460;PGEN_.00g033560;PGEN_.00g038510;PGEN_.00g040080;PGEN_.00g040090;PGEN_.00g041430;PGEN_.00g041740;PGEN_.00g043360;PGEN_.00g043370;PGEN_.00g047170;PGEN_.00g047680;PGEN_.00g048930;PGEN_.00g049840;PGEN_.00g050530;PGEN_.00g050570;PGEN_.00g051140;PGEN_.00g053600;PGEN_.00g055980;PGEN_.00g056450;PGEN_.00g056590;PGEN_.00g057680;PGEN_.00g060060;PGEN_.00g061390;PGEN_.00g061400;PGEN_.00g062480;PGEN_.00g064220;PGEN_.00g064470;PGEN_.00g067070;PGEN_.00g070090;PGEN_.00g070150;PGEN_.00g072320;PGEN_.00g073500;PGEN_.00g073560;PGEN_.00g074930;PGEN_.00g075840;PGEN_.00g075970;PGEN_.00g077860;PGEN_.00g079680;PGEN_.00g080000;PGEN_.00g085050;PGEN_.00g086200;PGEN_.00g086450;PGEN_.00g088990;PGEN_.00g090590;PGEN_.00g091340;PGEN_.00g091510;PGEN_.00g096340;PGEN_.00g100450;PGEN_.00g108790;PGEN_.00g108800;PGEN_.00g108830;PGEN_.00g108860;PGEN_.00g110700;PGEN_.00g112000;PGEN_.00g113860;PGEN_.00g114200;PGEN_.00g115890;PGEN_.00g117940;PGEN_.00g118320;PGEN_.00g122780;PGEN_.00g125580;PGEN_.00g127760;PGEN_.00g129410;PGEN_.00g131030;PGEN_.00g131820;PGEN_.00g132070;PGEN_.00g132090;PGEN_.00g132260;PGEN_.00g133130;PGEN_.00g133550;PGEN_.00g133560;PGEN_.00g135600;PGEN_.00g135620;PGEN_.00g136910;PGEN_.00g136960;PGEN_.00g140560;PGEN_.00g141520;PGEN_.00g142080;PGEN_.00g143200;PGEN_.00g143240;PGEN_.00g145560;PGEN_.00g145620;PGEN_.00g149360;PGEN_.00g153300;PGEN_.00g153420;PGEN_.00g153630;PGEN_.00g153790;PGEN_.00g156260;PGEN_.00g158920;PGEN_.00g162260;PGEN_.00g163440;PGEN_.00g164540;PGEN_.00g164550;PGEN_.00g164650;PGEN_.00g164660;PGEN_.00g164700;PGEN_.00g166570;PGEN_.00g166860;PGEN_.00g166930;PGEN_.00g170390;PGEN_.00g170870;PGEN_.00g171900;PGEN_.00g172160;PGEN_.00g172700;PGEN_.00g174890;PGEN_.00g175610;PGEN_.00g176990;PGEN_.00g177440;PGEN_.00g177850;PGEN_.00g179510;PGEN_.00g179690;PGEN_.00g181500;PGEN_.00g181780;PGEN_.00g182480;PGEN_.00g187590;PGEN_.00g188370;PGEN_.00g189660;PGEN_.00g191640;PGEN_.00g192770;PGEN_.00g192790;PGEN_.00g192910;PGEN_.00g193090;PGEN_.00g193120;PGEN_.00g195250;PGEN_.00g196040;PGEN_.00g198530;PGEN_.00g199700;PGEN_.00g201440;PGEN_.00g201650;PGEN_.00g204450;PGEN_.00g205320;PGEN_.00g205330;PGEN_.00g208710;PGEN_.00g210520;PGEN_.00g211680;PGEN_.00g212630;PGEN_.00g212870;PGEN_.00g213370;PGEN_.00g213610;PGEN_.00g214340;PGEN_.00g214570;PGEN_.00g214740;PGEN_.00g215270;PGEN_.00g215660;PGEN_.00g215680;PGEN_.00g219400;PGEN_.00g220190;PGEN_.00g221090;PGEN_.00g221300;PGEN_.00g221990;PGEN_.00g222080;PGEN_.00g222130;PGEN_.00g224320;PGEN_.00g224340;PGEN_.00g226990;PGEN_.00g227060;PGEN_.00g229230;PGEN_.00g235430;PGEN_.00g237580;PGEN_.00g237620;PGEN_.00g240650;PGEN_.00g242070;PGEN_.00g243590;PGEN_.00g244190;PGEN_.00g245730;PGEN_.00g246740;PGEN_.00g249870;PGEN_.00g250920;PGEN_.00g251460;PGEN_.00g251580;PGEN_.00g253900;PGEN_.00g254890;PGEN_.00g255570;PGEN_.00g255890;PGEN_.00g257690;PGEN_.00g257740;PGEN_.00g258020;PGEN_.00g258820;PGEN_.00g259260;PGEN_.00g260720;PGEN_.00g262820;PGEN_.00g262850;PGEN_.00g263240;PGEN_.00g268580;PGEN_.00g268810;PGEN_.00g268840;PGEN_.00g268970;PGEN_.00g271910;PGEN_.00g272730;PGEN_.00g275350;PGEN_.00g275950;PGEN_.00g276360;PGEN_.00g277250;PGEN_.00g279430;PGEN_.00g281640;PGEN_.00g284520;PGEN_.00g286040;PGEN_.00g286650;PGEN_.00g287710;PGEN_.00g290440;PGEN_.00g291330;PGEN_.00g291860;PGEN_.00g294130;PGEN_.00g294190;PGEN_.00g299560;PGEN_.00g303150;PGEN_.00g304070;PGEN_.00g305230;PGEN_.00g305330;PGEN_.00g307120;PGEN_.00g308130;PGEN_.00g308430;PGEN_.00g308530;PGEN_.00g311070;PGEN_.00g311250;PGEN_.00g311290;PGEN_.00g311720;PGEN_.00g313690;PGEN_.00g313720;PGEN_.00g317030;PGEN_.00g317870;PGEN_.00g318710;PGEN_.00g319860;PGEN_.00g320290;PGEN_.00g320430;PGEN_.00g321220;PGEN_.00g321960;PGEN_.00g325090;PGEN_.00g326130;PGEN_.00g326890;PGEN_.00g328840;PGEN_.00g329130;PGEN_.00g329150;PGEN_.00g332620;PGEN_.00g334430;PGEN_.00g334660;PGEN_.00g339700;PGEN_.00g340820;PGEN_.00g343370;PGEN_.00g344510;PGEN_.00g345170;PGEN_.00g345220;PGEN_.00g345620;PGEN_.00g347870;PGEN_.00g347940"
"49","GO:0046961",131,0.00784083971605816,0.999519676114656,3,6,"proton-transporting ATPase activity, rotational mechanism","MF","blue","Day21","transmembrane transporter activity","PGEN_.00g013860;PGEN_.00g037770;PGEN_.00g046580;PGEN_.00g063940;PGEN_.00g111730;PGEN_.00g175580;PGEN_.00g177510;PGEN_.00g231830;PGEN_.00g231870;PGEN_.00g289780;PGEN_.00g290620;PGEN_.00g318960"
"50","GO:0047134",162,0.0335721658174966,0.997866416416935,2,5,"protein-disulfide reductase activity","MF","blue","Day21","oxidoreductase activity","PGEN_.00g031220;PGEN_.00g038920;PGEN_.00g048930;PGEN_.00g055210;PGEN_.00g130000;PGEN_.00g133410;PGEN_.00g135600;PGEN_.00g169450;PGEN_.00g189040;PGEN_.00g196600;PGEN_.00g203570;PGEN_.00g209790;PGEN_.00g210960;PGEN_.00g213740;PGEN_.00g231830;PGEN_.00g231870;PGEN_.00g264440;PGEN_.00g270000;PGEN_.00g275220;PGEN_.00g300030;PGEN_.00g311290;PGEN_.00g318540;PGEN_.00g325710"
"51","GO:0047676",184,0.0497258269813351,0.996584855429792,2,4,"arachidonate-CoA ligase activity","MF","blue","Day21","ligase activity","PGEN_.00g048000;PGEN_.00g234660"
"52","GO:0048487",140,0.0153856287536181,0.996409676657745,6,23,"beta-tubulin binding","MF","blue","Day21","cytoskeletal protein binding","PGEN_.00g005660;PGEN_.00g009370;PGEN_.00g024130;PGEN_.00g042280;PGEN_.00g043360;PGEN_.00g043370;PGEN_.00g054990;PGEN_.00g055460;PGEN_.00g075970;PGEN_.00g080030;PGEN_.00g099510;PGEN_.00g113630;PGEN_.00g125950;PGEN_.00g131030;PGEN_.00g147960;PGEN_.00g164700;PGEN_.00g166860;PGEN_.00g171350;PGEN_.00g205030;PGEN_.00g210520;PGEN_.00g212320;PGEN_.00g213610;PGEN_.00g237660;PGEN_.00g257240;PGEN_.00g257250;PGEN_.00g259260;PGEN_.00g282910;PGEN_.00g287710;PGEN_.00g306890;PGEN_.00g329130;PGEN_.00g329150"
"53","GO:0050459",179,0.045840567319644,0.997839586285062,2,3,"ethanolamine-phosphate phospho-lyase activity","MF","blue","Day21","lyase activity","PGEN_.00g035840;PGEN_.00g185730;PGEN_.00g267990;PGEN_.00g268270"
"54","GO:0052650",182,0.0480300644629213,0.995967043123134,2,6,"NADP-retinol dehydrogenase activity","MF","blue","Day21","oxidoreductase activity","PGEN_.00g031220;PGEN_.00g038920;PGEN_.00g048930;PGEN_.00g055210;PGEN_.00g130000;PGEN_.00g133410;PGEN_.00g135600;PGEN_.00g169450;PGEN_.00g189040;PGEN_.00g196600;PGEN_.00g203570;PGEN_.00g209790;PGEN_.00g210960;PGEN_.00g213740;PGEN_.00g231830;PGEN_.00g231870;PGEN_.00g264440;PGEN_.00g270000;PGEN_.00g275220;PGEN_.00g300030;PGEN_.00g311290;PGEN_.00g318540;PGEN_.00g325710"
"55","GO:0102391",185,0.0497258269813351,0.996584855429792,2,4,"decanoate-CoA ligase activity","MF","blue","Day21","ligase activity","PGEN_.00g048000;PGEN_.00g234660"
